title	artist	album	musicID
Smoke And Mirrors	Imagine Dragons	Smoke + Mirrors (Limited Super Deluxe Edition)	1893201037
Snap Out of It	Arctic Monkeys	AM	104276280
Soldier	Galaxy Express	Noise on Fire(CD2)	118746417
Soldier On	Oasis	Dig Out Your Soul	-1817097165
Soldier's Poem	Muse	Black Holes And Revelations	2015735448
Some Might Say	Oasis	(What's The Story)Morning Glory?	1817471083
Some Unholy War	Amy Winehouse	Back To Black	1198201074
Someday	Nickelback	The Long Road	-594747347
Someone That You're With	Nickelback	All The Right Reasons	1435398045
Something In Your Mouth	Nickelback	Dark Horse	1561306882
Sometimes You Can't Make It On Your Own	U2	How To Dismantle An Atomic Bomb	1745317299
Somewhere I Belong	Linkin Park	Meteora	-1389903758
Somewhere In Brooklyn	Bruno Mars	Doo-Wops & Hooligans	-1450697118
Somewhere Now	Green Day	Revolution Radio	1270180813
Song of the Century	Green Day	21st Century Breakdown	-85584740
Song On Fire	Nickelback	Feed the Machine	-531828734
Sounds Of The Universe	솔루션스(THE SOLUTIONS)	THE SOLUTIONS	-1414337430
Space Dementia	Muse	Origin Of Symmetry	-188219492
Spare Me The Details	The Offspring	Splinter	1864473633
Speed Of Sound	Coldplay	XandY	2128276411
Square One	Coldplay	XandY	1935919799
St. Jimmy	Green Day	American Idiot	1112198618
Stand By Me	Oasis	Be Here Now	566424652
Stand Still	검정치마	201	-2017534891
Stand Still (`07 Korean Ver.)	검정치마	201	77828434
Standing on the Edge of the Noise	Beady Eye	Different Gear, Still Speeding	1607683238
Staring At The Sun	The Offspring	Americana	-670037215
Starlight	Muse	Black Holes And Revelations	-1146924115
Start Over	Imagine Dragons	Evolve	2133991983
Stay The Night	Green Day	¡Uno!	676080874
Still Ain't Enough For Me	Mr. Big	What If....	-2099197761
Still Breathing	Green Day	Revolution Radio	-1302090962
Still Take You Home	Arctic Monkeys	Whatever People Say I Am, That's What I'm Not	-955171533
Stockholm Syndrome	Muse	Absolution	1931405165
Stop When the Red Lights Flash	Green Day	¡Dos!	419658279
Stranger In My Life	Mr. Big	What If....	118082234
Strangers	데드버튼즈(Dead Buttons)	Some Kind Of Youth	234317191
Stray Heart	Green Day	¡Dos!	-81961429
Stronger Than Me	Amy Winehouse	Frank	-38957993
Stuck in a Moment You Can't Get Out Of	U2	All That You Can't Leave Behind	-713600320
Stuff Is Messed Up	The Offspring	Rise and Fall, Rage and Grace	-1726122191
Stutter	Maroon 5	Hands All Over	-1176602480
Suffocation	Mr. Big	Actual Size	1245171028
Sugar	Maroon 5	V (Deluxe Version)	-1300485358
Summer	Imagine Dragons	Smoke + Mirrors (Limited Super Deluxe Edition)	-1817370142
Summer Slumber	자우림	ashes to ashes	492015816
Sunday Morning	Maroon 5	Songs About Jane	-1439470825
Sunday Morning Call	Oasis	Standing On The Shoulder Of Giants	766233405
Super Star	T.A-COPY	Super Star	752985966
Superfantastic	페퍼톤스	Colorful Express	1888127882
Supermassive Black Hole	Muse	Black Holes And Revelations	-1485333063
Supersonic	Oasis	Definitely Maybe	-1985915338
Supremacy	Muse	The 2nd Law	1672961968
Surf boy	혁오 (HYUKOH)	23	-1991486301
Survival	Muse	The 2nd Law	-1444972579
Swallowed In The Sea	Coldplay	XandY	452970329
Sweet 16	Green Day	¡Uno!	-1213781545
Sweet Child O' Mine	Guns N' Roses	Appetite for Destruction	-1981005780
Sweetest Goodbye	Maroon 5	Songs About Jane	-1379792086
T.O.R.I	THE KOXX	Access Ok	-1835605212
Table Song	T.A-COPY	Super Star	1494802878
Take A Bow	Muse	Black Holes And Revelations	-1776182209
Take Back	Green Day	Nimrod	1673122677
Take Cover	Mr.Big	Hey Man	-315401864
Take the Box	Amy Winehouse	Frank	-683785137
Takes Me Nowhere	The Offspring	Rise and Fall, Rage and Grace	383218489
Talk	Coldplay	XandY	260295790
Talk, Dance, Party For Love	솔루션스(THE SOLUTIONS)	THE SOLUTIONS	975530913
Talking To The Moon	Bruno Mars	Doo-Wops & Hooligans	475267609
Talking To The Moon (Acoustic Piano Ver.)	Bruno Mars	Doo-Wops & Hooligans	-1451699733
Tangled	Maroon 5	Songs About Jane	-1225473304
Tangled	검정치마	201	-9229234
Tears	Mr.Big	Hey Man	416035525
Tears Dry On Their Own	Amy Winehouse	Back To Black	2043235536
Teddy Picker	Arctic Monkeys	Favourite Worst Nightmare	790490717
Television Now (2017 Ver.)	보이즈 인 더 키친 (Boys In The Kitchen)	Out Of The Kitchen	-231390512
Tenacious D - Tribute	Tenacious D	Tenacious D	457155556
Tequila	Button Down Brass	Baby Driver (Music From The Motion Picture) (베이비 드라이버 OST)	-744790475
Thanx	Galaxy Express	Noise on Fire(CD1)	-1642743993
The 2nd Law: Isolated System	Muse	The 2nd Law	-1392364474
The 2nd Law: Unsustainable	Muse	The 2nd Law	-1501484744
The Bad Thing	Arctic Monkeys	Favourite Worst Nightmare	2059599967
The Beat Goes On	Beady Eye	Different Gear, Still Speeding	94334219
The Betrayal (Act I)	Nickelback	Feed the Machine	-1971516545
The Betrayal (Act III)	Nickelback	Feed the Machine	782636639
The Cage	Travis	The Invisible Band	-1531039166
The Catalyst	Linkin Park	A Thousand Suns	898057090
The Chain	Mr.Big	Hey Man	-2000561212
The End Of The Line	The Offspring	Americana	508723785
The Fall	Imagine Dragons	Smoke + Mirrors (Limited Super Deluxe Edition)	1492567261
The Fear	Travis	The Man Who	9886154
The Forgotten	Green Day	¡Tre!	-773813872
The Future Is Now	The Offspring	Days Go By	317121108
The Girl In The Dirty Shirt	Oasis	Be Here Now	-1876737776
The Globalist	Muse	Drones	1432094547
The Grouch	Green Day	Nimrod	-976360998
The Hammer's Comin Down	Nickelback	No Fixed Address	-1052508316
The Handler	Muse	Drones	-1037589866
The Hardest Part	Coldplay	XandY	-213311949
The Humpty Dumpty Love Song	Travis	The Invisible Band	2029503951
The Jeweller's Hands	Arctic Monkeys	Humbug	653590697
The Kids Aren't Alright	The Offspring	Americana	1718937349
The Last Laugh Of The Laughter	Travis	The Man Who	633932811
The Lazy Song	Bruno Mars	Doo-Wops & Hooligans	-1559927328
The Man Who Never Lied	Maroon 5	Overexposed	-493203067
The Messenger	Linkin Park	A Thousand Suns	-658949210
The Mighty Fall (Feat. Big Sean)	Fall Out Boy	Save Rock And Roll	-779196046
The Morning Son	Beady Eye	Different Gear, Still Speeding	336064804
The Nature of Reality	Oasis	Dig Out Your Soul	1704570975
The Other Side (Feat. Cee Lo Green, B.o.B)	Bruno Mars	Doo-Wops & Hooligans	2110563513
The Phoenix	Fall Out Boy	Save Rock And Roll	-1413044482
The Radiance	Linkin Park	A Thousand Suns	1999490680
The Requiem	Linkin Park	A Thousand Suns	-820975681
The River	Imagine Dragons	Night Visions (Deluxe Version)	111530700
The Roller	Beady Eye	Different Gear, Still Speeding	1539323062
The Saints Are Coming	U2 & Green Day	The Saints Are Coming	1620199296
The Shock of the Lightning	Oasis	Dig Out Your Soul	1015553073
The Small Print	Muse	Absolution	101844799
The Static Age	Green Day	21st Century Breakdown	-1263474991
The Sun	Maroon 5	Songs About Jane	259459456
The Swamp Song [excerpt 1]	Oasis	(What's The Story)Morning Glory?	1003834719
The Swamp Song [excerpt 2]	Oasis	(What's The Story)Morning Glory?	2029326718
The Time Goes On	BewhY (비와이)	Time Travel	-1946680632
The Turning	Oasis	Dig Out Your Soul	-326784646
The Unknown	Imagine Dragons	Smoke + Mirrors (Limited Super Deluxe Edition)	973138030
The View From The Afternoon	Arctic Monkeys	Whatever People Say I Am, That's What I'm Not	2006825233
The Words	THE KOXX	Access Ok	-119990946
Thief	Imagine Dragons	Smoke + Mirrors (Limited Super Deluxe Edition)	-917254775
This Afternoon	Nickelback	Dark Horse	724554349
This House Is A Circus	Arctic Monkeys	Favourite Worst Nightmare	1107542459
This Love	Maroon 5	Songs About Jane	-2053807785
This Love (Acoustic)	Maroon 5	Songs About Jane	411917837
This Love (Kanye West Remix)	Maroon 5	Songs About Jane	-1368500580
This Means War	Nickelback	Here And Now	-2131841871
This Time	브로큰 발렌타인(Broken Valentine)	Shade	247133278
Thoughts Of A Dying Atheist	Muse	Absolution	207501535
Three Ring Circus	Beady Eye	Different Gear, Still Speeding	1836340416
Through With You	Maroon 5	Songs About Jane	1941973635
Thunder	Imagine Dragons	Evolve	1489462113
Tickets	Maroon 5	Overexposed	67221637
Till Kingdom Come (Hidden Track)	Coldplay	XandY	-1500699086
Time Is Running Out	Muse	Absolution	-689262300
Tiptoe	Imagine Dragons	Night Visions (Deluxe Version)	-1809939234
To Be Where There's Life	Oasis	Dig Out Your Soul	-1836140269
To the galaxy	Galaxy Express	Noise on Fire(CD1)	-1258756236
Today Was Your Last Day	Nickelback	Dark Horse	-1266473124
Toddle	국카스텐	Guckkasten	-451598166
Tokyo Inn	혁오 (HYUKOH)	23	59927408
TOMBOY	혁오 (HYUKOH)	23	-266635525
Tonight	솔루션스(THE SOLUTIONS)	MOVEMENTS	138001351
Too Dumb to Die	Green Day	Revolution Radio	-1065325043
Touch	미스 에이(miss A)	Touch	386112352
Touch My Body	씨스타	TOUCH & MOVE	235500481
Trapped In Toyland	Mr.Big	Hey Man	-285306870
Trip Through Your Wires	U2	The Joshua Tree	-902089614
Trouble	Imagine Dragons	Smoke + Mirrors (Limited Super Deluxe Edition)	312569322
Troubled Times	Green Day	Revolution Radio	1965880599
Troublemaker	Green Day	¡Uno!	-1388671617
Trust In You	The Offspring	Rise and Fall, Rage and Grace	-2036005601
Trying Not To Love You	Nickelback	Here And Now	321294189
Turn	Travis	The Man Who	1676925484
Turning Into You	The Offspring	Days Go By	856114976
Tutu	보이즈 인 더 키친 (Boys In The Kitchen)	Out Of The Kitchen	1362902432
TV를 봤네	장기하와 얼굴들	장기하와 얼굴들	297732229
TV를 봤네 (다시)	장기하와 얼굴들	장기하와 얼굴들	-1589492062
Twisted Logic	Coldplay	XandY	-321147978
U-Turn (Feat. Verbal Jint)	다이나믹 듀오(Dynamic Duo)	Enlightened	-303015290
Ugly	다이나믹 듀오(Dynamic Duo)	Band Of Dynamic Brothers	762865201
Under The Moonlight	Travis	The Boy With No Name	-1470451375
Underdog	Imagine Dragons	Night Visions (Deluxe Version)	-976271693
Undertow	Mr. Big	What If....	-766346027
Unforgiven	Mr. Big	What If....	647897804
Unkiss Me	Maroon 5	V (Deluxe Version)	1393303869
Up In The Sky	Oasis	Definitely Maybe	-1016921119
Uprising	Muse	The Resistance	-1291436663
Uptight	Green Day	Nimrod	-1755017320
Urban Zakapa-봄을 그리다 (Spring picture)	<unknown>	Music	2082723216
Useless Generation	데드버튼즈(Dead Buttons)	Some Kind Of Youth	-105727998
Vacancy	브로큰 발렌타인(Broken Valentine)	Aluminium	1251904830
Vertigo	U2	How To Dismantle An Atomic Bomb	-54497096
Violet	뷰렛(Biuret)	Be Full Of Spirit , Beautiful Violet	-1897435237
Violet Wand	국카스텐	Guckkasten	-1115609513
Vitriol	국카스텐	Guckkasten	1819016747
Viva 청춘	딕펑스	Viva Primavera	-1842777212
Viva La Vida	Coldplay	Viva La Vida Or Death And All His Friends	-2050807868
Waiting For The End	Linkin Park	A Thousand Suns	1321744200
Waiting for the Rapture	Oasis	Dig Out Your Soul	-1631885036
Wake Me Up When September Ends	Green Day	Awesome As F**K	2145105122
Wake Me Up When September Ends	Green Day	American Idiot	-572984345
Wake Up	Mr. Big	Actual Size	-1723703204
Wake Up Alone	Amy Winehouse	Back To Black	-1264211231
Wake Up Call	Maroon 5	It Won`t Be Soon Before Long	-261330287
Waking Up	One Republic	Waking Up	1617547584
Walk Away	Green Day	¡Tre!	-142398506
Walk On	U2	All That You Can't Leave Behind	1510240555
Walking Alone	Green Day	Nimrod	-1200907191
Walking The Wire	Imagine Dragons	Evolve	-1944684712
Walla Walla	The Offspring	Americana	-1756327469
Wanli万里	혁오 (HYUKOH)	23	1580182631
Want It	데드버튼즈(Dead Buttons)	Some Kind Of Youth	-714307419
Warriors	Imagine Dragons	Smoke + Mirrors (Limited Super Deluxe Edition)	1443675684
Welcome	The Offspring	Americana	1179948831
Welcome to Paradise	Green Day	Dookie	466609761
What Are You Waiting For	Nickelback	No Fixed Address	-638848650
What If?	Coldplay	XandY	-156774892
What Is It About Men	Amy Winehouse	Frank	-2019566934
What U Need	브로큰 발렌타인(Broken Valentine)	Shade	2019358160
Whatever	Oasis	Whatever(EP)	-205065286
Whatever It Takes	Imagine Dragons	Evolve	-363450414
Whatsername	Green Day	American Idiot	-1639689126
When I Come Around	Green Day	Awesome As F**K	-1823075094
When I Come Around	Green Day	Dookie	1129603311
When I Look At The World	U2	All That You Can't Leave Behind	-2041971961
When The Sun Goes Down	Arctic Monkeys	Whatever People Say I Am, That's What I'm Not	-1647464815
When They Come For Me	Linkin Park	A Thousand Suns	1764451761
When We Stand Together	Nickelback	Here And Now	1660754029
When You're In Prison	The Offspring	Splinter	159688948
Where Did It All Go Wrong?	Oasis	Standing On The Shoulder Of Giants	-457304093
Where Did The Party Go	Fall Out Boy	Save Rock And Roll	-1115354743
Where Do I Fit In?	Mr.Big	Hey Man	412141438
Where The Street Has No Name	U2	The Joshua Tree	424461018
White Shadows	Coldplay	XandY	-1665981154
Who Feels Love?	Oasis	Standing On The Shoulder Of Giants	1823863051
"Who We Are (From ""The Hunger Games: Catching Fire""/Soundtrack)"	Imagine Dragons	Smoke + Mirrors (Limited Super Deluxe Edition)	-698895099
Who Wrote Holden CaulField	Green Day	Awesome As F**K	1657492140
Why Does It Always Rain On Me	Travis	The Man Who	-363667407
Why Don't You Get A Job?	The Offspring	Americana	-397306643
Why'd You Only Call Me When You're High?	Arctic Monkeys	AM	-1315753492
Wigwam	Beady Eye	Different Gear, Still Speeding	-864587701
Wild Honey	U2	All That You Can't Leave Behind	746726268
Wild One	Green Day	¡Dos!	2061412618
Wind Up Dream	Beady Eye	Different Gear, Still Speeding	754860659
Wisdom, Justice, And Love	Linkin Park	A Thousand Suns	-1285464495
Witch	데드버튼즈(Dead Buttons)	Some Kind Of Youth	-19189743
With Or Without You	U2	The Joshua Tree	286510821
Without U	뷰렛(Biuret)	Be Full Of Spirit , Beautiful Violet	1999256281
Won't Go Home Without You	Maroon 5	It Won`t Be Soon Before Long	2087519403
Wonderwall	Oasis	(What's The Story)Morning Glory?	2087882746
Working Man	Imagine Dragons	Night Visions (Deluxe Version)	1758379162
Worry Rock	Green Day	Nimrod	100011929
Worst Hangover Ever	The Offspring	Splinter	113741664
Wow! That's Loud	Green Day	¡Dos!	1922442777
Wrectches And Kings	Linkin Park	A Thousand Suns	745115785
Writing To Reach You	Travis	The Man Who	886795512
X-Kid	Green Day	¡Tre!	-564779382
X&Y	Coldplay	XandY	746151247
XX몰라 (ZOTTO MOLA)	Gary	MR.GAE	-1959130918
XXOK	THE KOXX	Access Ok	529704124
Yahweh	U2	How To Dismantle An Atomic Bomb	2004988030
Yesterday	Imagine Dragons	Evolve	1180888447
You & I	로큰롤라디오(Rock `N` Roll Radio)	Shut up and dance	-402201533
You And Me	자우림	ashes to ashes	1276761917
You Know I'm No Good	Amy Winehouse	Back To Black	-706791780
You never know	로큰롤라디오(Rock `N` Roll Radio)	Shut up and dance	1638747985
You Never Mind	브로큰 발렌타인(Broken Valentine)	Shade	-1216586234
You Probably Couldn't See For The Lights But You Were Staring Straight At Me	Arctic Monkeys	Whatever People Say I Am, That's What I'm Not	-1346450356
You Sent Me Flying	Amy Winehouse	Frank	255918466
You're Gonna Go Far, Kid	The Offspring	Rise and Fall, Rage and Grace	1162314244
You(=I)	볼빨간 사춘기	Full Album RED PLANET	1779428117
Young Volcanoes	Fall Out Boy	Save Rock And Roll	2092436022
Youngblood	Green Day	Revolution Radio	-1583007898
Youth without youth	Galaxy Express	Noise on Fire(CD1)	1318579070
Zero	3호선 버터플라이	Divided By Zero	349035732
Zeze	아이유(IU)	CHAT-SHIRE	-1707410616
¿Àºü¾ß	신현희와김루트 (SEENROOT)	신현희와김루트	370812116
[브로큰 발렌타인 (Broken Valentine) - 알루미늄] 02. 알루미늄	<unknown>	youtube.com/watch?v=GH57okPFi9Y	2060311613
[Goblin OST] And I'm Here Piano Cover	<unknown>	Download	-1328303913
#첫사랑	볼빨간사춘기 (BOL4)	#첫사랑	-424404966
01. 선물	멜로망스(MeloMance)	Moonlight	695021222
02. 앙고라	문문 (MoonMoon)	물감	-48003563
04 은인	<unknown>	KakaoTalkDownload	506608707
04 Everglow	Coldplay :: Teh-Music.com ::	A Head Full of Dreams :: Teh-Music.com ::	-1968797952
04. 물감	문문 (MoonMoon)	물감	-520602786
05 Show 'Em (What You're Made Of)	Backstreet Boys (www.Yazd-Music.com)	In A World Like This (www.Yazd-Music.com)	775628559
06. Roach (Feat. 홍이슬)	문문 (MoonMoon)	물감	1287793397
½ÅÇöÈñ¿Í±è·çÆ®	신현희와김루트 (SEENROOT)	신현희와김루트	-831149349
3_Hope_Madness_-_Happy[MP3Fiber.com]	<unknown>	KakaoTalkDownload	-1513016923
³¯°³	신현희와김루트 (SEENROOT)	신현희와김루트	-632123047
3758390939	<unknown>	KakaoTalkDownload	-1307634501
6_Hope_Madness_-_Never_Let_You_Go[MP3Fiber.com]	<unknown>	KakaoTalkDownload	-1931988415
914230289	<unknown>	KakaoTalkDownload	-2023290825
가시나	선미	[Single] SUNMI SPECIAL EDITION [가시나]	2013838385
가을 안부	먼데이 키즈 (Monday Kiz)	가을 안부	633969792
겨울을 걷는다	윤딴딴	반오십	-621042714
고맙다	세븐틴 (SEVENTEEN)	SEVENTEEN SPECIAL ALBUM `DIRECTOR`S CUT`	-544490693
그날처럼	장덕철	그날처럼	-1198979560
그때 헤어지면 돼	로이킴	그때 헤어지면 돼	-602484352
그리워하다	비투비 (BTOB)	Brother Act.	627221664
기억의 빈자리	나얼	기억의 빈자리	-5962720
너만이	유승우, 헤이즈 (Heize)	너만이	-1359080960
눈사람	정승환	눈사람	-1115568384
다른사람을 사랑하고 있어	수지 (SUZY)	Faces of Love	-1561558430
다시 쓰고 싶어	에일리	이런 꽃 같은 엔딩 OST Part.3	811050997
답장	김동률	답장	1415402144
돌멩이	마시따 밴드	돌멩이	1876166816
동행	버즈 (BUZZ)	`Be One` - Buzz The 1st Mini Album	-893601532
물끄러미	지　아 (Zia)	2007년 인기곡 최신곡 최신가요	1502590215
바보야	허각	바보야	-1266288000
박수	세븐틴 (SEVENTEEN)	SEVENTEEN 2ND ALBUM `TEEN, AGE`	-885821078
밤이 되니까 (It`s Night)	펀치 (Punch)	펀치 - 밤이 되니까	-1788932760
밤편지	아이유	밤편지	311820416
별	양요섭	별	1546368
별(미녀는 괴로워 OST)	유미	Music	462302776
봄날	방탄소년단	YOU NEVER WALK ALONE	-1600252043
사랑을 했다 (LOVE SCENARIO)	iKON	Return	-121913504
시차 (We Are) (Feat. 로꼬 & GRAY)	우원재	시차 (We Are)	1589944952
아름다워지는 날	Mabinogi	Mabinogi	1721167706
아이스크림	MC 몽	The Way I Am [Repackage]	-290866420
아저씨SWAG (Feat. 개코 of Dynamic Duo)	싸이	칠집싸이다	531238024
아직도 사랑하는데	린	Music	546221711
아직못다한이야기	이승기	Music	1730620211
아파트	김건모	8집 - Hestory	-82952274
아프고아픈이름.	앤(Ann)	1집 Infinite Wave Of Love	-1027242918
아프다 (MBC 주말드라마 `겨울새	더 원	Love Ballad In 2007 (Vol.1) [S	-1206993073
아픔 (Play 장은아)	러브홀릭스	In The Air	-2089553708
안녕	KCM	Music	-1415608040
안녕이란 말대신	비(Rain)	1집 - n001	-1839164371
안녕R	KCM_	Music	-827901888
안되겠니 (발리에서 생긴 일)	백지영	Music	-1864525805
암연(暗然)	고한우	Music	-1660510649
애송이	렉시(LEXY)	LEXURY	-795931632
애원(哀願)(feat.kai)	Jey(제이와이)1집	Music	-1381935486
앤 콜드(Hot & Cold)	쥬얼리	Hot & Cold	-1139308195
약속	정재욱	A Simple Story	-714174922
어느 마음 추운날	도원경5집	도원경5집 [If This Rain That Drop In My Spirit Stops]	-17133059
어느 봄날	2AM	어느 봄날	-1508762624
어느 소녀의 사랑이야기R	한소리	Music	-1293880170
어느새 어른	The Name(더 네임)	Music	745510669
어땠을까 (Feat. 박정현)	<unknown>	Music	136249504
어리석은 이별	정재욱	Music	-930725040
어머님이 누구니 (Feat. 제시)	박진영	24/34	1880174321
어쩌다	Brown Eyed Girls	Music	-115768647
어쩌다 마주친 그대R	하이디 (Ha,E-D)	Music	1051816007
어쩌다가 (Acoustic Ver)	란	어쩌다가	120186139
어쩌면(여름향기OST)	서진영	Music	129221565
어쩌죠	우이경	Music	2095303229
언제까지나	Galaxy Express	Galaxy Express	225294496
언제쯤이면 (Duet.아이유)	윤현상	피아노포르테 (PIANOFORTE)	-1096873091
얼룩진 거울	화요비	Music	-1545687980
에너제틱 (Energetic)	Wanna One (워너원)	1X1=1 (TO BE ONE)	1057781533
여가	장연주	Music	1976989425
여름 이야기	DJ.DOC	DJ DOC BEST Summer&Winter Story Disc.two SEASON'S GREETING '여름 이야기'	810165498
여름안에서	서연	1집	-1167032004
여성시대	씨야	여성시대/영원한 사랑	-1645571595
여우비	제이워크	Music	746423685
여자	빅마마	It`s Unique	-1096350193
여자는 사랑을 먹고	왁스	Music	676911309
여자는 알아요	AB Avenue	Music	1593301401
여자라서 하지 못한 말	유미	Music	371632600
여자이니까	제이세라(J-Cera)	Ballade Of Winter (Digital Single)	-609426796
여정	박상민	나는 가수다 시즌2 5월 가수전 '고별가수전'	-186260034
연극	박지윤	성인식	927978669
연애의 이유	김그림	연애의 이유	65990600
연인	린애	Music	688763773
연인(연인 OST)	조장혁	Music	-1109735052
열정	코요태	Koyote Dance Best And 9.5	1460665436
영원까지 기억되도록(ENG Ver)	박정현	Music	897961412
예뻐졌다 (Feat. 지코 Of Block B)	박보람	예뻐졌다	596267523
예뻤어	DAY6	Every DAY6 February	-471877077
예정된 시간을 위해... R	리브가 (Live,Eve-歌)	Music	1367562538
옛친구에게	여행스케치	명작4	-2024025407
오늘 헤어졌어요	윤하	Music	713101269
오늘밤 [CLUB_REMIX]	춘자	Music	229827091
와	이정현	Music	1362436037
와줘	SE7EN	Just Listen...	-646399509
완전 미쳤네 (Korean Ver.)	티아라	So Good	-513722273
왜 이러니	티아라	왜 이러니 (Digital Single)	-1024976367
왠지	Position	Music	844483237
외톨이야	씨앤블루	Bluetory	-1768618956
우리 사랑하지만 (어느 멋진 날)	러브홀릭	Dramatic & Cinematic	-1002819943
우리 이별 앞에 지지 말아요(세상에 한 사람)	버즈	Music	-457824801
우리가 사랑한 시간	규현 (KYUHYUN)	너를 사랑한 시간 OST Part.1	109359286
우산 (Feat. 윤하)	에픽하이(Epik High)	5집 - Pices, Part One	-795584425
운명	쿨	Cool Best	1542738218
울고 싶어지는 오후	지서련	Music	-1641294449
울고, 불고...	지아, 4men	Music	-1069388213
울지마	버즈	떠나, 그리고 울지마	-68030816
울지마요 (Don`t Cry)	박상민	Music	1243472129
웃어도 눈물이	MC The MAX	Music	-1648729806
웃으며 만나	The Name(더 네임)	Music	476253904
원하고 원망하죠	이승기	남자가 여자를 사랑할 때	1835905210
위아래	EXID	위아래	-846974720
음오아예 (Um Oh Ah Yeh)	마마무	Pink Funky	-1203973498
응급실	Izi	쾌걸 춘향 OST	144823301
이 나이 먹고 뭐했길래(Feat 정슬기)	Miss S	Music	-575867626
이 별	길구봉구	Star	-1959679606
이게 나예요	SAT	Music	-848568343
이럴 줄 알았어	비스트 (Beast)	이럴 줄 알았어	-502383912
이름이 뭐예요	4minute (포미닛)	Name Is 4minute	1876720487
이미 슬픈사랑	야다	Music	-156286136
이미다른사랑	그레이스	Music	307554472
이별 이야기	윤도현 & Lala	Music	-418358611
이별 이야기R	윤도현 & Lala	Music	22059339
이별공식	빅스	Boys` Record	-1515770416
이별여행	린	Music	-1661596360
이별우산 (Feat. 가음)	MJ (써니사이드)	이별우산	1059788753
이별의 그늘	윤상	Music	-144740403
이별의 그늘R	한보람	Music	-85710805
이별의 끝은 어디인가요R	조관우	Music	18664858
이별이란 없는거야R	이덕진	Music	1320337105
이별후	Linae	동감 2.5 (Say Goodbye) <VCD 첨부>	360256328
이별후애	원써겐(1SaGain)	이별후애 (Digital Single)	930464953
이제서야	김동률	Music	127202813
이제서야 사랑합니다	더네임	Music	-316852643
이젠 남이야	김경록	Music	-1636717751
인연	이승철	불새 OST	-2020456824
인연 (new Mix) (Feat.바비 킴)	리사	인연	-2135529546
인형의 꿈	Loveholic	Music	1302735266
인형의꿈	일기예보	Music	-1805731752
일년을 겨울에 살아	Brian	The Brian	982763971
일심	컨츄리꼬꼬	Unknown Album	-1664943639
일오사일 (1541) Ferry Remix	왕고	일오사일 (1541) Ferry Remix	-1063496800
잃어버린 우산	조 성모	Music	1032362210
있다 없으니까 (Gone Not Around Any Longer)	씨스타19	있다 없으니까	-360153571
있다 없으니까 [CLUB REMIX]	씨스타19	Music	-1234995968
있잖아 (Rock Ver)	아이유	Growing up	-1184721969
잊어야한다는 마음으로(김광석)	이욱현	Music	-1219573814
잊었니...	T	Music	1360439649
잊을께	윤도현밴드	Music	1858184103
잊혀진 계절R	박화요비	Music	-1916708663
자물쇠(연인 OST)	이정	Music	-766320952
자우림(JAURIM) - 스물다섯, 스물하나	<unknown>	Download	1958532549
작은 바램	백지영	Baek Ji Young Ultimate Edition	-244189662
잔소리	더 넛츠	Music	1931747921
잔소리 (Duet with 지현우)	더넛츠	Music	1034739922
잔소리 (With 2AM 슬옹)	아이유	잔소리	-914555592
잘 된 일이야	나비(NAVI)	Music	2010261645
잘 지내나요	김광진	MY LOVE MY LIFE	-453665090
잘 지내나요	성시경4집	성시경4집	178539127
잘가요	정재욱	TPA Ballad Compilation Collection (TPA Ballad Compilation)	-823063761
잘나가서 그래 (Feat. 정일훈 Of BTOB)	현아 (4minute)	A+	320299924
잘못된 만남	김건모	아름다운 이별	1541533693
잘못했어	2AM	잘못했어	1118778782
잘지내니	나비	잘지내니	-436434568
잠시 안녕처럼	에일리(Ailee)	운명처럼 널 사랑해 (MBC 수목드라마) OST - Part.6	375343657
잠에 취해	브라운 아이드 걸스	Music	1924960009
잡아줘	더 라이	Music	-1027836048
장난감 병정	박강성	Music	149080922
장난아냐 (Rocking)	틴탑	틴탑 클래스	971587508
장미	김건모	Kimgunmo.9	204242897
저녁 하늘	에일리	Invitation	-1964424072
저녁놀	성시경	Music	1898017030
전원일기 (田園日記) (Feat. 이단옆차기 & 태운)	티아라 N4	전원일기	125451705
전하지 못할 말(궁S OST)	J	Music	-98390563
전화 한 번 못하니 (feat. 미스에스 태혜영)	- Wax	Music	1320369992
전활 받지 않는 너에게	2AM	Music	73832772
점점	브라운 아이즈	Reason 4 Breathing?	1523473093
접시꽃	씨야	여인의 향기	-2037523017
情 (정)	브라운아이드걸스＆씨야	To My Lover	-1043639792
정말미안해	백미현	Music	-1021385028
정말사랑했을까	브라운아이즈소울	Music	-962831627
제발(김범수)	김범수	Music	-1057298664
제발(이소라)	이소라	4th Album - 꽃	237515770
좋겠어 (I Wish)	FTISLAND	Music	444934113
좋니	윤종신	LISTEN 010 좋니	-569895158
좋아	윤종신, 민서	2017 월간 윤종신 11월호	-1654028366
죄	LUG	Music	-1675227199
죄	루그(Lug)	The First Album	-1023380948
주인공	선미 (SUNMI)	주인공	1137459552
죽을만큼 사랑했어요	SG워너비	Music	-253552917
죽을만큼 아파서 Part.2 (Feat. 스웨덴세탁소)	MC 몽	MISS ME OR DISS ME	-848297384
줄리엣	샤이니	Romeo [Mini Album]	-1554448003
중독된 사랑	조장혁	3집 LOVE	643637751
지고는 못 살아	먼데이 키즈	Music	-18344220
지금 널 찾아가고 있어	세븐틴 (SEVENTEEN)	SEVENTEEN SPECIAL ALBUM `DIRECTOR`S CUT`	-837391442
